symbol,sector,score,entry_date,exit_date,entry,exit,shares,pnl,pnl_pct,outcome
ROST,—,69,2026-04-08,2026-04-28,224.65,225.41,2.2235,0.18,0.34,PARTIAL
MPWR,—,60,2026-04-08,2026-04-28,1313.99,1503.33,0.3801,70.47,14.41,PARTIAL
KLAC,SMH,53,2026-04-08,2026-04-28,1673.68,1808.07,0.2984,38.61,8.03,PARTIAL
TER,—,74,2026-04-08,2026-04-29,358.58,305.87,1.393,-74.92,-14.7,EMA21
GEV,—,79,2026-04-09,2026-04-29,968.79,1062.58,0.5156,46.85,9.68,PARTIAL
KLAC,SMH,53,2026-04-08,2026-05-01,1673.68,1723.67,0.2984,13.42,2.99,EMA21
STT,—,51,2026-04-08,2026-05-04,136.24,148.01,3.6664,41.64,8.64,PARTIAL
C,XLF,56,2026-04-13,2026-05-04,126.38,125.44,3.9523,-5.21,-0.74,EMA21
FDX,—,67,2026-04-20,2026-05-04,394.08,287.98,1.2675,-135.98,-26.92,PARTIAL
FDX,—,67,2026-04-20,2026-05-04,394.08,287.69,1.2675,-136.35,-27.0,EMA21
FANG,—,69,2026-04-29,2026-05-06,205.48,194.98,2.4308,-27.03,-5.11,PARTIAL
FANG,—,69,2026-04-29,2026-05-06,205.48,194.79,2.4308,-27.5,-5.21,EMA21
EQIX,—,76,2026-04-08,2026-05-07,1018.47,1065.16,0.4904,21.4,4.58,EMA21
ROST,—,69,2026-04-08,2026-05-07,224.65,224.14,2.2235,-2.63,-0.23,EMA21
DLR,—,68,2026-04-08,2026-05-07,185.78,194.49,2.6887,21.92,4.69,EMA21
MRVL,SMH,58,2026-04-08,2026-05-07,114.54,159.93,4.3609,196.43,39.63,PARTIAL
GEV,—,79,2026-04-09,2026-05-08,968.79,1038.59,0.5156,34.49,7.2,EMA21
WST,—,64,2026-05-07,2026-05-12,322.27,311.91,1.55,-17.55,-3.21,PARTIAL
CDNS,IGV,45,2026-05-07,2026-05-14,357.19,352.66,1.3984,-7.82,-1.27,PARTIAL
INTC,SMH,46,2026-04-08,2026-05-15,59.0,108.72,8.4665,419.44,84.27,PARTIAL
AMD,SMH,31,2026-04-08,2026-05-15,232.01,423.89,2.153,411.62,82.71,PARTIAL
NUE,—,57,2026-04-28,2026-05-15,225.29,226.91,2.2171,2.08,0.72,PARTIAL
MU,SMH,54,2026-05-04,2026-05-15,576.91,724.3,0.8658,126.11,25.55,PARTIAL
ADI,SMH,65,2026-05-06,2026-05-15,415.96,417.28,1.2008,0.08,0.32,PARTIAL
VTRS,—,41,2026-05-07,2026-05-15,17.4,16.47,28.7004,-28.25,-5.36,PARTIAL
WDC,—,68,2026-04-08,2026-05-18,339.05,458.45,1.4732,174.4,35.22,PARTIAL
STX,—,61,2026-04-08,2026-05-18,496.7,740.47,1.0056,243.65,49.08,PARTIAL
MPWR,—,60,2026-04-08,2026-05-18,1313.99,1484.1,0.3801,63.17,12.95,EMA21
PWR,—,77,2026-04-13,2026-05-18,596.32,722.67,0.8376,104.34,21.19,PARTIAL
ON,SMH,74,2026-05-01,2026-05-18,103.11,109.38,4.8442,28.84,6.07,PARTIAL
PWR,—,77,2026-04-13,2026-05-19,596.32,713.06,0.8376,96.29,19.58,EMA21
CDNS,IGV,45,2026-05-07,2026-05-19,357.19,337.61,1.3984,-28.87,-5.48,EMA21
ADI,SMH,65,2026-05-06,2026-05-20,415.96,397.45,1.2008,-23.73,-4.45,EMA21
UNH,XLV,67,2026-05-08,2026-05-20,380.28,383.11,1.3135,2.21,0.74,PARTIAL
MPC,—,69,2026-05-19,2026-05-21,263.23,248.31,1.8976,-29.82,-5.67,PARTIAL
VLO,—,67,2026-05-19,2026-05-21,262.83,240.97,1.9005,-43.05,-8.32,PARTIAL
VLO,—,67,2026-05-19,2026-05-21,262.83,240.73,1.9005,-43.5,-8.41,EMA21
EBAY,—,58,2026-05-04,2026-05-27,109.42,110.3,4.5651,2.55,0.81,PARTIAL
EBAY,—,58,2026-05-04,2026-05-27,109.42,110.19,4.5651,2.05,0.71,EMA21
MPC,—,69,2026-05-19,2026-05-27,263.23,246.68,1.8976,-32.91,-6.29,EMA21
VTRS,—,41,2026-05-07,2026-05-28,17.4,16.09,28.7004,-39.33,-7.57,EMA21
UNM,—,60,2026-05-21,2026-05-28,84.56,82.41,5.9072,-14.19,-2.54,PARTIAL
INTC,SMH,46,2026-04-08,2026-06-01,59.0,109.17,8.4665,423.25,85.04,EMA21
DELL,XLK,37,2026-03-16,2026-06-03,156.67,421.04,3.1883,841.41,168.75,EOD
WDC,—,68,2026-04-08,2026-06-03,339.05,593.81,1.4732,373.82,75.14,EOD
STM,—,63,2026-04-08,2026-06-03,38.01,79.67,26.2823,1092.91,109.6,EOD
STX,—,61,2026-04-08,2026-06-03,496.7,940.22,1.0056,444.53,89.29,EOD
MRVL,SMH,58,2026-04-08,2026-06-03,114.54,301.5,4.3609,813.8,163.22,EOD
STT,—,51,2026-04-08,2026-06-03,136.24,157.8,3.6664,77.55,15.83,EOD
AMD,SMH,31,2026-04-08,2026-06-03,232.01,542.25,2.153,666.44,133.72,EOD
IRM,—,63,2026-04-16,2026-06-03,117.82,127.89,4.2394,41.16,8.54,EOD
NUE,—,57,2026-04-28,2026-06-03,225.29,257.6,2.2171,70.14,14.34,EOD
ON,SMH,74,2026-05-01,2026-06-03,103.11,133.86,4.8442,147.46,29.82,EOD
MU,SMH,54,2026-05-04,2026-06-03,576.91,1079.03,0.8658,433.24,87.04,EOD
WST,—,64,2026-05-07,2026-06-03,322.27,316.15,1.55,-10.98,-1.9,EOD
UNH,XLV,67,2026-05-08,2026-06-03,380.28,376.81,1.3135,-6.06,-0.91,EOD
PANW,IGV,71,2026-05-18,2026-06-03,247.75,280.29,4.0323,129.22,13.14,EOD
ARM,—,69,2026-05-20,2026-06-03,256.94,411.62,3.8881,599.45,60.21,EOD
UNM,—,60,2026-05-21,2026-06-03,84.56,83.47,5.9072,-7.94,-1.29,EOD
STLD,—,59,2026-05-27,2026-06-03,258.43,274.99,3.8657,62.04,6.41,EOD
NTAP,—,59,2026-05-27,2026-06-03,142.85,180.99,6.9931,264.69,26.7,EOD
FSLR,—,53,2026-05-28,2026-06-03,303.62,318.09,3.2903,45.6,4.77,EOD
HUM,—,84,2026-06-01,2026-06-03,328.57,327.38,3.0404,-5.64,-0.36,EOD
